text,label
He didn't tell you that he vetoed a middle class tax cut because it would be paid for by raising taxes on the wealthy and vetoed an investment tax credit paid for by raising taxes on the wealthy.,1
And I don't agree with them.,0
The  Export-Import Bank provides an unfair advantage to large handpicked companies.”,1
"The Irish Government's roadmap to ease Covid-19 restrictions will be set out in 5 phases. These phases will be on 3 week review process, the current phases would commence on the following dates:
Phase 1 - 18th May
Phase 2 - 8th June
Phase 3 - 29th June
Phase 4 - 20th July
Phase 5 - 10th August",1
"And they were desperate for some way of getting coverage, because, understandably, they're worried that, if they get sick, they could go bankrupt.",0
I don't think that can be better illustrated than in the case of guaranteeing women equal rights under the Constitution of our nation.,0
"THE 1999 AGENDA Despite the great progress we're making in Delaware, there is still plenty to do.",0
We ought to keep guns out of the hands of criminals.,0
And that will be my policy.,0
"I do believe, however, that we can give to the president of the United States powers, in addition to what he presently has in the fact finding area, which would enable him to be more effective than we have been in handling these strikes.",0
Got to keep going until all those nuclear weapons in Russia are gone and the other republics.,0
"But they've got to have a strong basic economy and if you're in debt, it's like having a ball and chain around you.",0
She's cut the size of government.,1
"They asked him, please repair the tension -- Democrat senators -- please repair the tension...",0
And I think the figures that he has given are simply not going to stand up.,0
"Last report on new purchases, it's the lowest since 1982.",1
Former Kenyan election commissioner Roselyn Akombe has died.,1
"Removing the cities of Chicago, Detroit, Washington D.C., St. Louis, and New Orleans from the total would lower the ranking of the U.S. to 189th out of 193 countries in the world in homicides.",1
And I want to briefly take you through some of the things that we need to talk about as we look forward.,0
I'll get people back to work with 12 million new jobs.,0
"But he's promised seniors that their Social Security benefits will not be cut, and he's promised the same trillion dollars to them.",1
"They haven't said what's going to happen, whether they're going to have it declared addictive.",1
$540 million worth of applications for that $100 million potential investment from the people of Kentucky.,1
We took it out of politics.,0
I'd like the government to have that.,0
"Kenya has made tremendous gain over the last six years, with the number of electricity connections rising from 2.2 million in March 2013 to 7.1 million as at March 2019.",1
"If an unmarked car tries to pull you over, you should dial 112 to confirm it’s actually a police officer because the number provides ""a direct link to state trooper info,"" and that ""this applies in all 50 states.""",1
"Thi- Certainly we have been speaking, I know, of whether we should have retreat or defeat.",0
